sep=;
"";"id";"title";"category"
"1323";"SCCS1965";"Percentage of Widows Remarrying by Levirate";"Life cycle, Mourning, Death, Ritual, Religion"
"1324";"SCCS1647";"Adult Preference in Carrying Water";"Household, Labour, Gender"
"1325";"SCCS1340";"Importance of Girl Unspecified Agricultural Tasks: Primary Crop";"Household, Labour, Gender"
"1326";"SCCS1408";"Children Do Unspecified Agricultural Tasks Alone: Secondary Crop";"Household, Labour, Gender"
"1327";"SCCS1289";"Children under 6 Harvesting: Primary Crop";"Household, Labour, Gender"
"1328";"SCCS1358";"Human Manure Used: Primary Crop";"Household, Labour, Gender"
"1329";"SCCS1339";"Importance of Girl Harvesting: Primary Crop";"Household, Labour, Gender"
"1330";"SCCS1409";"Children Do Other Agricultural Chores Alone: Secondary Crop";"Household, Labour, Gender"
"1331";"SCCS1645";"Importance of Boy Carrying Water";"Household, Labour, Gender"
"1332";"SCCS1326";"Children Do Unspecified Agricultural Tasks with Adults: Primary Crop";"Household, Labour, Gender"
"1333";"SCCS1504";"Children Herd Large Animals with Adults";"Household, Labour, Gender"
"1334";"SCCS913";"Trophies and Honors (including Captives for Sacrifice)";"Warfare, Politics"
"1335";"SCCS600";"The Role of Men and Women in Procreation Understood";"Gender"
"1336";"SCCS344";"Sex of Companions: Late Girl";"Childhood, Life cycle"
"1337";"SCCS589";"Degree of Segregation in Subsistence Activities";"Gender"
"1338";"SCCS1507";"Children Care for Large Animals with Adults";"Household, Labour, Gender"
"1339";"SCCS668";"At Least Some Wives Taken from Hostile Groups";"Gender"
"1340";"SCCS619";"Punishment for Equal Misbehavior";"Gender"
"1341";"SCCS1807";"Trade: 1.2. Introduction of Wage Labour and Immigrant Workers";"Modernization, Economy"
"1342";"SCCS1171";"Divorce Causes - Ritual: Broken Taboo";"Marriage"
"1343";"SCCS609";"Relative Distances Moved by the Bride and Groom Away from Their Families of Orientation at First Marriage";"Gender"
"1344";"SCCS1509";"Importance of Girl Herding Large Animals";"Household, Labour, Gender"
"1345";"SCCS1520";"Buffalo Present";"Household, Labour, Gender"
"1346";"SCCS1482";"Importance of Boy Care for Small Animals";"Household, Labour, Gender"
"1347";"SCCS1803";"Gossip on Marriage";"Kinship, Gossip, Politics"
"1348";"SCCS1313";"Children Do Other Agricultural Chores Alone: Primary Crop";"Household, Labour, Gender"
"1349";"SCCS1292";"Children 6 to 10 Clear Land: Primary Crop";"Household, Labour, Gender"
"1350";"SCCS343";"Sex of Companions: Late Boy";"Childhood, Life cycle"
"1351";"SCCS881";"Healer";"Health, Ritual"
"1352";"SCCS1531";"Importance of Boy Doing Wage Labour";"Household, Labour, Gender"
"1353";"SCCS1796";"Gossip on Politics";"Kinship, Gossip, Politics"
"1354";"SCCS662";"Female Solidarity Groups, Formal or Informal";"Gender"
"1355";"SCCS1832";"Information and Education: 9.3 Introduction of Contact Languages, Foreign Words, Vocabulary Distortion, Pidgin Languages";"Modernization, Economy"
"1356";"SCCS1477";"Children Care for Small Animals Alone";"Household, Labour, Gender"
"1357";"SCCS1808";"Trade: 1.3. Introduction of Monetary System Such as Money";"Modernization, Economy"
"1358";"SCCS1935";"Presumed Killer Institutional Target";"Life cycle, Mourning, Death, Ritual, Religion"
"1359";"SCCS574";"Achieved Leadership through Wealth Distribution";"Ritual, Life cycle"
"1360";"SCCS1819";"Government, Political and Legal System: 5.2 Changes or Implementation of Foreign Judicial System";"Modernization, Economy"
"1361";"SCCS1513";"Adult Preference in Caring for Large Animals";"Household, Labour, Gender"
"1362";"SCCS1347";"Adult Preference in Unspecified Agricultural Tasks: Primary Crop";"Household, Labour, Gender"
"1363";"SCCS1980";"Final Ceremonies Present or Absent";"Life cycle, Mourning, Death, Ritual, Religion"
"1364";"SCCS1986";"Feasting at Initial Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1365";"SCCS683";"Roots or Tubers the Principal Crop";"Gender"
"1366";"SCCS1393";"Children 6 to 10 Agricultural Tasks Unspecified: Secondary Crop";"Household, Labour, Gender"
"1367";"SCCS1424";"Importance of Boy Clearing: Secondary Crop";"Household, Labour, Gender"
"1368";"SCCS1142";"Divorce Causes - Infidelity: Jealousy";"Marriage"
"1369";"SCCS1337";"Importance of Girl Planting: Primary Crop";"Household, Labour, Gender"
"1370";"SCCS1930";"Institutionalized Attack on Self by Widow";"Life cycle, Mourning, Death, Ritual, Religion"
"1371";"SCCS1517";"Camels Present";"Household, Labour, Gender"
"1372";"SCCS293";"Duration of Early Childhood";"Childhood, Life cycle"
"1373";"SCCS1791";"Gossip on Inheritance";"Kinship, Gossip, Politics"
"1374";"SCCS1646";"Importance of Girl Carrying Water";"Household, Labour, Gender"
"1375";"SCCS1805.4";"Fact_4 Sex & Scandals Scale (sum of Adultery And Scandal Gossip)";"Kinship, Gossip, Politics"
"1376";"SCCS1967";"Some Personal Objects of Deceased Are Disposed of with Corps or Ggiven to Other Groups or Put off Sight and Use for Substantional Amount of Time";"Life cycle, Mourning, Death, Ritual, Religion"
"1377";"SCCS1503";"Children Herd Large Animals with Children";"Household, Labour, Gender"
"1378";"SCCS620";"Physical Punishment of the Spouse Condoned";"Gender"
"1379";"SCCS697";"Matrilocal Residence";"Gender"
"1380";"SCCS1555";"Importance of Boy Gathering";"Household, Labour, Gender"
"1381";"SCCS1166";"Divorce Causes - In-law Conflicts: Bridewealth or Dowry Disputes";"Marriage"
"1382";"SCCS506";"Indifference of Caretakers - Mother: Girl";"Childhood, Life cycle"
"1383";"SCCS645";"Theories of Infection";"Health, Ritual"
"1384";"SCCS688";"Large Domestic Animals, Only since European Contact";"Gender"
"1385";"SCCS1932";"Institutionalized Self Attack by Adult Offspring of Deceased";"Life cycle, Mourning, Death, Ritual, Religion"
"1386";"SCCS1928";"Institutionalized Attack by Widow of Something or Someone";"Life cycle, Mourning, Death, Ritual, Religion"
"1387";"SCCS1157";"Divorce Causes - Economic: Inadequate Support";"Marriage"
"1388";"SCCS1706";"Pathogen: Trypanosomas (from Ludvico Data)";"Ritual, Ecology, Health"
"1389";"SCCS1830";"Information and Education: 9.1. Changes in Communication and the Arts";"Modernization, Economy"
"1390";"SCCS1511";"Importance of Girl Care for Large Animals";"Household, Labour, Gender"
"1391";"SCCS1786";"Gossip on Drinking";"Kinship, Gossip, Politics"
"1392";"SCCS610";"Relative Ease of Initiating Divorce";"Gender"
"1393";"SCCS1264";"Temporal Control Codes for Seasonal Starvation";"Subsistence, Health"
"1394";"SCCS1416";"Children Do Other Agricultural Chores with Other Kids: Secondary Crop";"Household, Labour, Gender"
"1395";"SCCS1787";"Gossip on Family";"Kinship, Gossip, Politics"
"1396";"SCCS1432";"Importance of Girl Preparing Soil: Secondary Crop";"Household, Labour, Gender"
"1397";"SCCS604";"Voice of the Potential Bride and Groom in Marriage Decisions";"Gender"
"1398";"SCCS1167";"Divorce Causes - In-law Conflicts: Disrespect for In-laws";"Marriage"
"1399";"SCCS508";"Indifference of Caretakers - Father: Boy";"Childhood, Life cycle"
"1400";"SCCS618";"Early Training for Adult Duties";"Gender"
"1401";"SCCS1704";"Pathogen: Tick Vector Typus";"Ritual, Ecology, Health"
"1402";"SCCS1160";"Divorce Causes - Economic: Inadequate Clothing";"Marriage"
"1403";"SCCS1312";"Children Do Unspecified Agricultural Tasks Alone: Primary Crop";"Household, Labour, Gender"
"1404";"SCCS1197";"Avoidance: M-wm or F-dh Mother-in-law";"Kinship"
"1405";"SCCS1506";"Children Care for Large Animals with Children";"Household, Labour, Gender"
"1406";"SCCS1320";"Children Do Other Agricultural Chores with Other Kids: Primary Crop";"Household, Labour, Gender"
"1407";"SCCS1481";"Importance of Girl Herding Small Animals";"Household, Labour, Gender"
"1408";"SCCS1805.5";"Fact_5 Drinking & Murder Scale (sum of Drinking, Murder And Assault Gossip)";"Kinship, Gossip, Politics"
"1409";"SCCS1643";"Children Carry Water along with Other Children";"Household, Labour, Gender"
"1410";"SCCS1821";"Government, Political and Legal System: 5.4 Large Scale Projects Introduced by outside Agencies";"Modernization, Economy"
"1411";"SCCS1532";"Importance of Girl Doing Wage Labour";"Household, Labour, Gender"
"1412";"SCCS341";"Sex of Companions: Early Boy";"Childhood, Life cycle"
"1413";"SCCS1158";"Divorce Causes - Economic: Inadequate Housing";"Marriage"
"1414";"SCCS1854";"Secondary Bone/Body Treatment: Scale Three";"Life cycle, Mourning, Death, Ritual, Religion"
"1415";"SCCS1490";"Sled and Pack Dogs Present";"Household, Labour, Gender"
"1416";"SCCS994";"Importance of Others for Girls";"Childhood, Life cycle"
"1417";"SCCS1625";"Adult Preference Fuel Gathering";"Household, Labour, Gender"
"1418";"SCCS1515";"Horses Present";"Household, Labour, Gender"
"1419";"SCCS714";"Sex Ratio";"Gender"
"1420";"SCCS1788";"Gossip on Farming";"Kinship, Gossip, Politics"
"1421";"SCCS582";"Intermediate or Local Political Leaders";"Gender"
"1422";"SCCS1974";"Ghost Feared Those of People Best Known";"Life cycle, Mourning, Death, Ritual, Religion"
"1423";"SCCS723";"Formal Fieldwork Training of Authorities";"Gender"
"1424";"SCCS1540";"Children Trade Alone";"Household, Labour, Gender"
"1425";"SCCS1454";"Human Manure Used: Secondary Crop";"Household, Labour, Gender"
"1426";"SCCS202";"Societal rigidity [Note, identical to EA113]";"Ritual, Politics"
"1427";"SCCS696";"Matrilineal Descent";"Gender"
"1428";"SCCS1354";"Terraces and Mounds Used: Primary Crop";"Household, Labour, Gender"
"1429";"SCCS775";"(Low) Compliance of Individuals with Community Norms and Decisions";"Politics"
"1430";"SCCS1537";"Children 6 to 10 Trade";"Household, Labour, Gender"
"1431";"SCCS1931";"Institutionalized Attack by Adult Offspring of Deceased";"Life cycle, Mourning, Death, Ritual, Religion"
"1432";"SCCS1431";"Importance of Girl Clearing: Secondary Crop";"Household, Labour, Gender"
"1433";"SCCS789";"Type of Cross-cutting Ties: Age Organizations (Grades, Sets) Cutting across Communities";"Politics"
"1434";"SCCS617";"Any Evidence of Infanticide";"Gender"
"1435";"SCCS342";"Sex of Companions: Early Girl";"Childhood, Life cycle"
"1436";"SCCS1823";"Family/Social Organization: 6.2 Changes in Marriage Rituals, Weddings";"Modernization, Economy"
"1437";"SCCS1961";"Ghosts Perceived Are of Those Best Known";"Life cycle, Mourning, Death, Ritual, Religion"
"1438";"SCCS1628";"Children under 6 Carry Burdens";"Household, Labour, Gender"
"1439";"SCCS1587";"Children do housekeeping with children";"Household, Labour, Gender"
"1440";"SCCS1809";"Technology: 2.1. Introduction of Foreign Goods Such as Weapons";"Modernization, Economy"
"1441";"SCCS1817";"Transportation: 4.3. Introduction of Roads and Highways";"Modernization, Economy"
"1442";"SCCS1644";"Children Carry Water with Adults";"Household, Labour, Gender"
"1443";"SCCS1805.7";"Fact_7 Farming & Religion Gossip Scale (sum of Farming And Religious Gossip)";"Kinship, Gossip, Politics"
"1444";"SCCS1951";"Isolation of Widows";"Life cycle, Mourning, Death, Ritual, Religion"
"1445";"SCCS1929";"Institutionalized Attack by Widower of Something or Someone";"Life cycle, Mourning, Death, Ritual, Religion"
"1446";"SCCS1560";"Children under 6 hunt";"Household, Labour, Gender"
"1447";"SCCS684";"Tree Fruits and Starches the Principal Crops";"Gender"
"1448";"SCCS992";"Importance of Others for Boys";"Childhood, Life cycle"
"1449";"SCCS1933";"Institutionalized Attack by Adult Siblings of Deceased";"Life cycle, Mourning, Death, Ritual, Religion"
"1450";"SCCS722";"Occupation of Authorities";"Gender"
"1451";"SCCS1120";"Some External War (Ott: 143-49 Variables 5, 6) (E&e: 204, 205, 207, 209, 304-306)";"Warfare, Politics"
"1452";"SCCS1153";"Divorce Causes - Personality: Quarrelsomeness or Talkativeness";"Marriage"
"1453";"SCCS1335";"Importance of Girl Clearing: Primary Crop";"Household, Labour, Gender"
"1454";"SCCS1447";"Irrigation Used: Secondary Crop";"Household, Labour, Gender"
"1455";"SCCS1824";"Family/Social Organization: 6.3 Changes in Choice of Spouse, Mixed-marriages, Etc";"Modernization, Economy"
"1456";"SCCS1285";"Children under 6 Clear Land: Primary Crop";"Household, Labour, Gender"
"1457";"SCCS1765";"Emphasis on Courage of Boys in Late Childhood";"Subsistence, Kinship, Politics"
"1458";"SCCS1429";"Importance of Boy Unspecified Agricultural Tasks: Secondary Crop";"Household, Labour, Gender"
"1459";"SCCS1972";"Name Taboo, If Present, Applies Primarily to Close Relatives or Behavior in Presence of Close Relatives of the Deceased";"Life cycle, Mourning, Death, Ritual, Religion"
"1460";"SCCS1762";"Positive Reinforcement of Children's Willingness to Share, Give, and Help (Generosity)";"Subsistence, Kinship, Politics"
"1461";"SCCS1579";"Importance of girl doing child care";"Household, Labour, Gender"
"1462";"SCCS1712";"Sex Segregation in Sleeping Areas of Children";"Childhood, Household, Life cycle, Marriage"
"1463";"SCCS1443";"Adult Preference in Unspecified Agricultural Tasks: Secondary Crop";"Household, Labour, Gender"
"1464";"SCCS1589";"Importance of boy housekeeping";"Household, Labour, Gender"
"1465";"SCCS1952";"Isolation of Widowers";"Life cycle, Mourning, Death, Ritual, Religion"
"1466";"SCCS1333";"Importance of Boy Unspecified Agricultural Tasks: Primary Crop";"Household, Labour, Gender"
"1467";"SCCS1286";"Children under 6 Soil Preparation: Primary Crop";"Household, Labour, Gender"
"1468";"SCCS1327";"Children Do Other Agricultural Chores with Adults: Primary Crop";"Household, Labour, Gender"
"1469";"SCCS273";"Caste differentiation: secondary features [Note, identical to EA069]";"Politics, Class, Economy"
"1470";"SCCS1215";"Avoidance: F-mezs or M-myzd Matrilateral Parallel Cousin";"Kinship"
"1471";"SCCS1216";"Avoidance: F-myzs or M-mezd Matrilateral Parallel Cousin";"Kinship"
"1472";"SCCS1217";"Avoidance: F-febs or M-fybd Patrilateral Parallel Cousin";"Kinship"
"1473";"SCCS1218";"Avoidance: F-fybs or M-febd Patrilateral Parallel Cousin";"Kinship"
"1474";"SCCS1211";"Avoidance: F-eb or M-yz Brother-elder Sister";"Kinship"
"1475";"SCCS1212";"Avoidance: M-ez or F-yb Brother-younger Sister";"Kinship"
"1476";"SCCS1467";"Children under 6 Herd Small Animals";"Household, Labour, Gender"
"1477";"SCCS720";"Sex of Authorities";"Gender"
"1478";"SCCS1825";"Family/Social Organization: 6.4 Changes in Female Role or Status";"Modernization, Economy"
"1479";"SCCS1978";"Mourning: Duration, Widows";"Life cycle, Mourning, Death, Ritual, Religion"
"1480";"SCCS1536";"Children under 6 Trade";"Household, Labour, Gender"
"1481";"SCCS1223";"Avoidance: M-fz or F-bs Paternal Aunt-nephew";"Kinship"
"1482";"SCCS1835";"Health: 10.3 Changes in Sanitation Methods";"Modernization, Economy"
"1483";"SCCS1779";"Weapons Used in Warfare";"Subsistence, Kinship, Politics"
"1484";"SCCS1583";"Children under 6 do housekeeping";"Household, Labour, Gender"
"1485";"SCCS1973";"Cleansing of Widows";"Life cycle, Mourning, Death, Ritual, Religion"
"1486";"SCCS1991";"Feasting at Final Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1487";"SCCS1525";"Children 6 to 10 Do Wage Labour";"Household, Labour, Gender"
"1488";"SCCS1121";"Depopulation (E&e 1983: 228, 293)";"Warfare, Politics"
"1489";"SCCS1812";"Agriculture: 3.1. Agricultural Improvements, Improvement in Farming Mehods, Fertilization, Irrigation, Food Preservation";"Modernization, Economy"
"1490";"SCCS1131";"Population Density Data Quality: Inferences";"Subsistence"
"1491";"SCCS581";"Funeral or Burial Ceremonies Held";"Gender"
"1492";"SCCS1498";"Children under 6 Care for Large Animals";"Household, Labour, Gender"
"1493";"SCCS1699";"Pathogen: Wound Opportunistic Pinta";"Ritual, Ecology, Health"
"1494";"SCCS491";"Warmth and Affection of Caretakers - Overall: Girl";"Childhood, Life cycle"
"1495";"SCCS1542";"Children Trade alongside Adults";"Household, Labour, Gender"
"1496";"SCCS601";"Sexual Drives and Urges Understood";"Gender"
"1497";"SCCS1146";"Divorce Causes - Infertility: Refusal to Have Sex";"Marriage"
"1498";"SCCS1826";"Body Toilet, Adornment and Dress: 7.1 Changes in Body Toilets Such as Piercing, Jewelry";"Modernization, Economy"
"1499";"SCCS657";"Flexible Marriage Mores (Divorce for Both Men and Women: or Mild Punishment for Adultery)";"Gender"
"1500";"SCCS1336";"Importance of Girl Preparing Soil: Primary Crop";"Household, Labour, Gender"
"1501";"SCCS791";"Type of Cross-cutting Ties: Moieties Cutting across Communities";"Politics"
"1502";"SCCS226";"Secondary cognatic kin group: kindreds and ramages [Note, identical to EA022]";"Kinship"
"1503";"SCCS1365";"Chemical Fertilizers Used: Primary Crop";"Household, Labour, Gender"
"1504";"SCCS583";"Leadership Posts in Kinship or Extended Family Units";"Gender"
"1505";"SCCS1814";"Agriculture: 3.3. Introduction of New Livestock";"Modernization, Economy"
"1506";"SCCS1837";"Religion: 11.2 Introduction of Foreign Religion";"Modernization, Economy"
"1507";"SCCS880";"Shaman/Healer";"Health, Ritual"
"1508";"SCCS1939";"Something Institutionalized Target, Not a Sacrifice";"Life cycle, Mourning, Death, Ritual, Religion"
"1509";"SCCS1804";"Gossip on Religion";"Kinship, Gossip, Politics"
"1510";"SCCS635";"Ritualized Fear Scale";"Gender"
"1511";"SCCS621";"(No) Explicit View That Men Should and Do Dominate Their Wives";"Gender"
"1512";"SCCS781";"(Un) Acceptability of Violence toward Members of the Local Community";"Politics"
"1513";"SCCS1586";"Children do housekeeping alone";"Household, Labour, Gender"
"1514";"SCCS1597";"Who Controls the Products of Cooking?";"Household, Labour, Gender"
"1515";"SCCS1816";"Transportation: 4.2. Changes and Introduction of Water Transport";"Modernization, Economy"
"1516";"SCCS1205";"Avoidance: F-hm or M-sw Husband's Mother";"Kinship"
"1517";"SCCS1856";"Secondary Bone/Body Treatment: Scale Four";"Life cycle, Mourning, Death, Ritual, Religion"
"1518";"SCCS1636";"Adult Preference in Carrying Burdens";"Household, Labour, Gender"
"1519";"SCCS1857";"Disarticulation: Scale Four";"Life cycle, Mourning, Death, Ritual, Religion"
"1520";"SCCS1483";"Importance of Girl Care for Small Animals";"Household, Labour, Gender"
"1521";"SCCS1461";"Chemical Fertilizers Used: Secondary Crop";"Household, Labour, Gender"
"1522";"SCCS1145";"Divorce Causes - Infertility: Sexual Neglect";"Marriage"
"1523";"SCCS1818";"Government, Political and Legal System: 5.1 New Positions Such as Government Officials";"Modernization, Economy"
"1524";"SCCS704";"Private Property";"Gender"
"1525";"SCCS1632";"Children Carry Burdens along with Other Children";"Household, Labour, Gender"
"1526";"SCCS1147";"Divorce Causes - Infertility: Death of Children";"Marriage"
"1527";"SCCS886";"Female Contribution to Subsistence (percent): Martin Whyte";"Gender, Subsistence"
"1528";"SCCS658";"Females Produce Goods for Nondomestic Distribution";"Gender"
"1529";"SCCS1602";"Importance of Girl Cooking";"Household, Labour, Gender"
"1530";"SCCS1639";"Children under 6 Carry Water";"Household, Labour, Gender"
"1531";"SCCS1352";"Hand Plow Used: Primary Crop";"Household, Labour, Gender"
"1532";"SCCS1448";"Hand Plow Used: Secondary Crop";"Household, Labour, Gender"
"1533";"SCCS1783";"Gossip on Bride Price";"Kinship, Gossip, Politics"
"1534";"SCCS1138";"Divorce Causes - Infidelity: Polygamy";"Marriage"
"1535";"SCCS1629";"Children 6 to 10 Carry Burdens";"Household, Labour, Gender"
"1536";"SCCS1634";"Importance of Boy Carrying Burdens";"Household, Labour, Gender"
"1537";"SCCS685";"Large Nonmilked Aboriginal Domestic Animals";"Gender"
"1538";"SCCS1213";"Avoidance: F-fs or M-fd Half-elder? Sibling";"Kinship"
"1539";"SCCS1214";"Avoidance: F-ms or M-md Half-younger? Sibling";"Kinship"
"1540";"SCCS916";"Aggressive Defense (Pre-emptive Attack If Enemy Thought about to Attack)";"Warfare, Politics"
"1541";"SCCS1966";"Levirate Present Vs. Absent";"Life cycle, Mourning, Death, Ritual, Religion"
"1542";"SCCS1631";"Children Carry Burdens Alone";"Household, Labour, Gender"
"1543";"SCCS201";"Marital residence with kin: change after first years [Note, identical to EA201]";"Marriage, Kinship"
"1544";"SCCS1366";"Stakes and Trellises Used: Primary Crop";"Household, Labour, Gender"
"1545";"SCCS1580";"Adult preference in child care";"Household, Labour, Gender"
"1546";"SCCS1768";"Attitude towards Physical Violence against Members of Local Community";"Subsistence, Kinship, Politics"
"1547";"SCCS500";"Hostility and Aggression of Caretakers - Others: Girl";"Childhood, Life cycle"
"1548";"SCCS1444";"Adult Preference in Other Agricultural Chores: Secondary Crop";"Household, Labour, Gender"
"1549";"SCCS1805.6";"Fact_6 Marriage Payments Gossip Scale (sum of Bride Price And Dowry Gossip)";"Kinship, Gossip, Politics"
"1550";"SCCS1518";"Reindeer Present";"Household, Labour, Gender"
"1551";"SCCS1141";"Divorce Causes - Infidelity: Repressiveness";"Marriage"
"1552";"SCCS1548";"Children under 6 Gather";"Household, Labour, Gender"
"1553";"SCCS664";"Ideology of Male Toughness";"Gender"
"1554";"SCCS1863";"Confidence in Making Counting Rating";"Economy, Subsistence"
"1555";"SCCS1204";"Avoidance: F-hf or M-sw Husband's Father";"Kinship"
"1556";"SCCS1524";"Children under 6 Do Wage Labour";"Household, Labour, Gender"
"1557";"SCCS1364";"Soil Treatments/Sands Used: Primary Crop";"Household, Labour, Gender"
"1558";"SCCS1990";"Alcohol at Initial Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1559";"SCCS1162";"Divorce Causes - Economic: Inadequately Serving Spouse";"Marriage"
"1560";"SCCS1201";"Avoidance: M-wez or F-yzh Wife's Elder Sister";"Kinship"
"1561";"SCCS1994";"Sexual Liberties at Final Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1562";"SCCS1943";"Fear of Bodies Present";"Life cycle, Mourning, Death, Ritual, Religion"
"1563";"SCCS1955";"Marking of Widows";"Life cycle, Mourning, Death, Ritual, Religion"
"1564";"SCCS1785";"Gossip on Dowry Payments";"Kinship, Gossip, Politics"
"1565";"SCCS712";"Institutionalized Envy";"Gender"
"1566";"SCCS1202";"Avoidance: M-wyz or F-ezh Wife's Younger Sister";"Kinship"
"1567";"SCCS1981";"Series of Final Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1568";"SCCS1384";"Children under 6 Crop Tending: Secondary Crop";"Household, Labour, Gender"
"1569";"SCCS1224";"Avoidance: F-mb or M-zd Maternal Uncle-neice";"Kinship"
"1570";"SCCS987";"Importance of Mothers for Girls";"Childhood, Life cycle"
"1571";"SCCS1836";"Religion: 11.1 Changes in Native Religion";"Modernization, Economy"
"1572";"SCCS1588";"Children do housekeeping with adults";"Household, Labour, Gender"
"1573";"SCCS1590";"Importance of girl housekeeping";"Household, Labour, Gender"
"1574";"SCCS1591";"Adult preference housekeeping";"Household, Labour, Gender"
"1575";"SCCS1297";"Children 6 to 10 Agricultural Tasks Unspecified: Primary Crop";"Household, Labour, Gender"
"1576";"SCCS1450";"Terraces and Mounds Used: Secondary Crop";"Household, Labour, Gender"
"1577";"SCCS1603";"Adult Preference Cooking";"Household, Labour, Gender"
"1578";"SCCS1614";"Adult Preference in Tending Fires";"Household, Labour, Gender"
"1579";"SCCS1462";"Stakes and Trellises Used: Secondary Crop";"Household, Labour, Gender"
"1580";"SCCS650";"Theories of Ominous Sensation";"Health, Ritual"
"1581";"SCCS1975";"Initial Funeral Ceremonies, Attendance";"Life cycle, Mourning, Death, Ritual, Religion"
"1582";"SCCS1519";"Yaks Present";"Household, Labour, Gender"
"1583";"SCCS490";"Warmth and Affection of Caretakers - Overall: Boy";"Childhood, Life cycle"
"1584";"SCCS659";"Demand for Female Produce beyond Household";"Gender"
"1585";"SCCS1829";"Behavior: 8.2 Changes in Food Processing Such as Cooking Methods";"Modernization, Economy"
"1586";"SCCS1957";"Marking of Adult Offspring of Deceased";"Life cycle, Mourning, Death, Ritual, Religion"
"1587";"SCCS1958";"Marking of Subadult Offspring of Deceased";"Life cycle, Mourning, Death, Ritual, Religion"
"1588";"SCCS1451";"Fences Used: Secondary Crop";"Household, Labour, Gender"
"1589";"SCCS2000";"Age of Marriage, Females (N = 35)";"Life cycle, Mourning, Death, Ritual, Religion"
"1590";"SCCS1290";"Children under 6 Agricultural Tasks Unspecified: Primary Crop";"Household, Labour, Gender"
"1591";"SCCS1976";"Final Funeral Ceremonies, Attendance";"Life cycle, Mourning, Death, Ritual, Religion"
"1592";"SCCS1177";"Divorce Causes - Politics: Confiction or Incarceration";"Marriage"
"1593";"SCCS1219";"Avoidance: F-mbs or M-fzd Patrilateral Cross-cousin";"Kinship"
"1594";"SCCS1220";"Avoidance: F-fzs or M-mbd Matrilateral Cross-cousin";"Kinship"
"1595";"SCCS1148";"Divorce Causes - Infertility: Old Age";"Marriage"
"1596";"SCCS1953";"Isolation of Adult Offspring of Deceased";"Life cycle, Mourning, Death, Ritual, Religion"
"1597";"SCCS1598";"Children Cook Alone";"Household, Labour, Gender"
"1598";"SCCS1452";"Green Manure and Mulch Used: Secondary Crop";"Household, Labour, Gender"
"1599";"SCCS1116";"Warfare Mortality (E&e 1983: 118)";"Warfare, Politics"
"1600";"SCCS1995";"Alcohol at Final Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1601";"SCCS1954";"Isolation of Parent of Deceased Subadult Offspring";"Life cycle, Mourning, Death, Ritual, Religion"
"1602";"SCCS1208";"Avoidance: F-heb or M-ybw Husband's Elder Brother";"Kinship"
"1603";"SCCS1982";"Final Ceremonies Coincide with Annual Death Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1604";"SCCS1989";"Sexual Liberties at Initial Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1605";"SCCS889";"Female Contribution to Subsistence (percent): Martin Whyte";"Gender, Subsistence"
"1606";"SCCS1624";"Importance of Girl Gathering Fuel";"Household, Labour, Gender"
"1607";"SCCS1528";"Children Do Wage Labour Alone";"Household, Labour, Gender"
"1608";"SCCS1530";"Children Do Wage Labour with Adults";"Household, Labour, Gender"
"1609";"SCCS885";"Female Contribution to Subsistence (percent): Ethnographic Atlas";"Gender, Subsistence"
"1610";"SCCS647";"Theories of Deterioration";"Health, Ritual"
"1611";"SCCS1207";"Avoidance: F-hzs or M-mbw Husband's Sister's Husband";"Kinship"
"1612";"SCCS1196";"Avoidance: M-wbw or F-hzh Wife's Brother's Wife";"Kinship"
"1613";"SCCS1355";"Fences Used: Primary Crop";"Household, Labour, Gender"
"1614";"SCCS660";"Female Economic Control of Products of Own Labour";"Gender"
"1615";"SCCS1460";"Soil Treatments/Sands Used: Secondary Crop";"Household, Labour, Gender"
"1616";"SCCS1356";"Green Manure and Mulch Used: Primary Crop";"Household, Labour, Gender"
"1617";"SCCS1334";"Importance of Boy Other Agricultural Chores: Primary Crop";"Household, Labour, Gender"
"1618";"SCCS1341";"Importance of Girl Other Agricultural Chores: Primary Crop";"Household, Labour, Gender"
"1619";"SCCS1178";"Divorce Causes - Politics: Other Political Problems";"Marriage"
"1620";"SCCS1124";"Agricultural Staple Data Quality: Inferences";"Subsistence"
"1621";"SCCS1956";"Marking of Widowers";"Life cycle, Mourning, Death, Ritual, Religion"
"1622";"SCCS1521";"Llama Present";"Household, Labour, Gender"
"1623";"SCCS1291";"Children under 6 Other Agricultural Chores: Primary Crop";"Household, Labour, Gender"
"1624";"SCCS1495";"Children under 6 Herd Large Animals";"Household, Labour, Gender"
"1625";"SCCS1541";"Children Trade alongside Other Children";"Household, Labour, Gender"
"1626";"SCCS1543";"Importance of Boy Trading";"Household, Labour, Gender"
"1627";"SCCS1544";"Importance of Girl Trading";"Household, Labour, Gender"
"1628";"SCCS1150";"Divorce Causes - Infertility: Exchange Wife Has Too Few Children";"Marriage"
"1629";"SCCS1941";"Fear of Ghost Present";"Life cycle, Mourning, Death, Ritual, Religion"
